task,domain,arm,repeat,run,reward,private_passed,private_collected,run_record_present,session_present,status,model,effort,work_seconds,prepare_seconds,stage_usage_unknown,explicit_unknown_inflight,old_stage_input,old_stage_output,trial_path
042,Astronomy,cbe,2,deepseek-locked89-k2-v2,0,7,16,1,1,infrastructure_failure,deepseek-flash,low,1797.4636369168293,38.22859799989965,0,0,5462291,60501,runs/deepseek-locked89-k2-v2/jobs/task-042-science/task_042__ji7YcH7
043,Materials Science and Engineering,baseline,2,deepseek-locked89-k2-v2,0,4,8,1,1,completed,deepseek-flash,low,1778.4898831250612,0,0,0,2514054,76969,runs/deepseek-locked89-k2-v2/jobs/task-043-baseline/task_043__XUmrP4F
043,Materials Science and Engineering,cbe,2,deepseek-locked89-k2-v2,0,4,8,1,1,completed,deepseek-flash,low,1554.7042916669743,85.39748591696844,0,0,3657648,54754,runs/deepseek-locked89-k2-v2/jobs/task-043-science/task_043__mGgkXtQ
044,Chemistry,baseline,2,deepseek-locked89-k2-v2,0,14,15,1,1,completed,deepseek-flash,low,1098.6812857500045,0,0,0,2117593,37200,runs/deepseek-locked89-k2-v2/jobs/task-044-baseline/task_044__66zmuRf
044,Chemistry,cbe,2,deepseek-locked89-k2-v2,0,8,15,1,1,completed,deepseek-flash,low,1420.095474458998,124.0205210839631,0,0,3450144,47102,runs/deepseek-locked89-k2-v2/jobs/task-044-science/task_044__iBM8xCH
046,Astronomy,baseline,2,deepseek-locked89-k2-v2,0,6,10,1,1,completed,deepseek-flash,low,1195.9469595000846,0,0,0,4059618,56665,runs/deepseek-locked89-k2-v2/jobs/task-046-baseline/task_046__LqbS9Dj
046,Astronomy,cbe,2,deepseek-locked89-k2-v2,0,6,10,1,1,completed,deepseek-flash,low,1395.230427792063,66.69517458300106,0,0,5527698,54415,runs/deepseek-locked89-k2-v2/jobs/task-046-science/task_046__BKrYaFz
047,Information and Communication Engineering,baseline,2,deepseek-locked89-k2-v2,0,4,7,1,1,timeout,deepseek-flash,low,1799.871913791052,0,0,0,10037067,88258,runs/deepseek-locked89-k2-v2/jobs/task-047-baseline/task_047__GpwVVK3
047,Information and Communication Engineering,cbe,2,deepseek-locked89-k2-v2,0,1,7,1,1,infrastructure_failure,deepseek-flash,low,1798.4275592090562,68.95856200007256,0,0,2349247,35143,runs/deepseek-locked89-k2-v2/jobs/task-047-science/task_047__kYKbDgv
048,Chemistry,baseline,2,deepseek-locked89-k2-v2,0,12,13,1,1,timeout,deepseek-flash,low,1799.031645250041,0,0,0,2868990,46118,runs/deepseek-locked89-k2-v2/jobs/task-048-baseline/task_048__LQXEGZM
048,Chemistry,cbe,2,deepseek-locked89-k2-v2,0,12,13,1,1,completed,deepseek-flash,low,1695.5823986259056,204.747551083914,0,0,5233026,53290,runs/deepseek-locked89-k2-v2/jobs/task-048-science/task_048__YZBy5gm
049,Mathematics,baseline,2,deepseek-locked89-k2-v2,0,11,13,1,1,timeout,deepseek-flash,low,1799.5536745409481,0,0,0,3977278,44556,runs/deepseek-locked89-k2-v2/jobs/task-049-baseline/task_049__NHqCSYt
049,Mathematics,cbe,2,deepseek-locked89-k2-v2,0,11,13,1,1,infrastructure_failure,deepseek-flash,low,1795.2635595420143,83.57563458406366,0,0,6439709,46901,runs/deepseek-locked89-k2-v2/jobs/task-049-science/task_049__jbvdR9c
050,Physics,baseline,2,deepseek-locked89-k2-v2,0,9,11,1,1,completed,deepseek-flash,low,1566.4694813339738,0,0,0,4835315,72280,runs/deepseek-locked89-k2-v2/jobs/task-050-baseline/task_050__pKq6UNU
050,Physics,cbe,2,deepseek-locked89-k2-v2,0,9,11,1,1,infrastructure_failure,deepseek-flash,low,1796.3182516669622,227.17189100000542,0,0,2249784,33154,runs/deepseek-locked89-k2-v2/jobs/task-050-science/task_050__TFrDSmY
052,Materials Science and Engineering,baseline,2,deepseek-locked89-k2-v2,0,8,16,1,1,timeout,deepseek-flash,low,1799.026352917077,0,0,0,5003759,47473,runs/deepseek-locked89-k2-v2/jobs/task-052-baseline/task_052__VKTegMt
052,Materials Science and Engineering,cbe,2,deepseek-locked89-k2-v2,0,8,16,1,1,infrastructure_failure,deepseek-flash,low,1798.4019127079519,73.30752245802432,0,0,3313453,41134,runs/deepseek-locked89-k2-v2/jobs/task-052-science/task_052__cobTWDY
053,Biomedical Engineering,baseline,2,deepseek-locked89-k2-v2,1,6,6,1,1,timeout,deepseek-flash,low,1799.0278927090112,0,0,0,3993005,97166,runs/deepseek-locked89-k2-v2/jobs/task-053-baseline/task_053__BkGDh2F
053,Biomedical Engineering,cbe,2,deepseek-locked89-k2-v2,0,5,6,1,1,infrastructure_failure,deepseek-flash,low,1798.2963398339925,103.54784854198806,1,0,0,0,runs/deepseek-locked89-k2-v2/jobs/task-053-science/task_053__YMihNpn
054,Chemistry,baseline,2,deepseek-locked89-k2-v2,0,3,7,1,1,timeout,deepseek-flash,low,1799.9052448329749,0,0,0,2682194,80760,runs/deepseek-locked89-k2-v2/jobs/task-054-baseline/task_054__qRmyTMX
054,Chemistry,cbe,2,deepseek-locked89-k2-v2,0,2,7,1,1,infrastructure_failure,deepseek-flash,low,1798.5304901669733,26.483944916981272,1,0,0,0,runs/deepseek-locked89-k2-v2/jobs/task-054-science/task_054__VCmYU8G
055,Astronomy,baseline,2,deepseek-locked89-k2-v2,0,10,18,1,1,completed,deepseek-flash,low,1594.4855141669977,0,0,0,5042498,68437,runs/deepseek-locked89-k2-v2/jobs/task-055-baseline/task_055__ZnnmQui
055,Astronomy,cbe,2,deepseek-locked89-k2-v2,0,8,18,1,1,completed,deepseek-flash,low,1734.2544789998792,69.5057681669714,0,0,10016076,64476,runs/deepseek-locked89-k2-v2/jobs/task-055-science/task_055__ktFFge6
056,Aeronautical and Astronautical Science and Technology,baseline,2,deepseek-locked89-k2-v2,1,10,10,1,1,completed,deepseek-flash,low,801.2523515000939,0,0,0,710135,8245,runs/deepseek-locked89-k2-v2/jobs/task-056-baseline/task_056__X2MFEAj
056,Aeronautical and Astronautical Science and Technology,cbe,2,deepseek-locked89-k2-v2,1,10,10,1,1,completed,deepseek-flash,low,1575.6608225830132,297.1192896249704,0,0,2221111,25975,runs/deepseek-locked89-k2-v2/jobs/task-056-science/task_056__yAf76Vz
057,Chemistry,baseline,2,deepseek-locked89-k2-v2,1,11,11,1,1,timeout,deepseek-flash,low,1799.0316908330424,0,0,0,2338285,69490,runs/deepseek-locked89-k2-v2/jobs/task-057-baseline/task_057__qS9Htk7
057,Chemistry,cbe,2,deepseek-locked89-k2-v2,1,11,11,1,1,infrastructure_failure,deepseek-flash,low,1795.60220820806,133.6008384580491,0,0,3782558,57543,runs/deepseek-locked89-k2-v2/jobs/task-057-science/task_057__6VEmjEn
059,Computer Science and Technology,baseline,2,deepseek-locked89-k2-v2,0,2,9,1,1,completed,deepseek-flash,low,623.7462376250187,0,0,0,1372910,31614,runs/deepseek-locked89-k2-v2/jobs/task-059-baseline/task_059__Yy3irA7
059,Computer Science and Technology,cbe,2,deepseek-locked89-k2-v2,0,2,9,1,1,completed,deepseek-flash,low,1095.2209477499127,75.0675076249754,0,0,3002208,55783,runs/deepseek-locked89-k2-v2/jobs/task-059-science/task_059__cHaBewQ
060,Biomedical Engineering,baseline,2,deepseek-locked89-k2-v2,0,4,11,1,1,completed,deepseek-flash,low,490.52876712498255,0,0,0,677047,12407,runs/deepseek-locked89-k2-v2/jobs/task-060-baseline/task_060__zhf4NjH
060,Biomedical Engineering,cbe,2,deepseek-locked89-k2-v2,0,4,11,1,1,completed,deepseek-flash,low,453.3641565418802,89.19267587491777,0,0,687284,10907,runs/deepseek-locked89-k2-v2/jobs/task-060-science/task_060__kccHrYf
062,Materials Science and Engineering,baseline,2,deepseek-locked89-k2-v2,1,17,17,1,1,timeout,deepseek-flash,low,1799.3614592088852,0,1,1,0,0,runs/deepseek-locked89-k2-v2/jobs/task-062-baseline/task_062__tetiDbq
062,Materials Science and Engineering,cbe,2,deepseek-locked89-k2-v2,1,17,17,1,1,infrastructure_failure,deepseek-flash,low,1797.8099517489318,177.62757454090752,0,0,10181857,54728,runs/deepseek-locked89-k2-v2/jobs/task-062-science/task_062__4Ljpn7L
063,Biology,baseline,2,deepseek-locked89-k2-v2,1,18,18,1,1,completed,deepseek-flash,low,1174.0193323330022,0,0,0,7651384,52081,runs/deepseek-locked89-k2-v2/jobs/task-063-baseline/task_063__LkKbejh
063,Biology,cbe,2,deepseek-locked89-k2-v2,0,9,18,1,1,timeout,deepseek-flash,low,1799.1375559999142,295.2901718330104,0,0,3421528,55808,runs/deepseek-locked89-k2-v2/jobs/task-063-science/task_063__PqrtqsU
064,Chemistry,baseline,2,deepseek-locked89-k2-v2,0,4,8,1,1,completed,deepseek-flash,low,1726.445028041955,0,0,0,6338767,84378,runs/deepseek-locked89-k2-v2/jobs/task-064-baseline/task_064__UQ2o4Fp
064,Chemistry,cbe,2,deepseek-locked89-k2-v2,0,4,8,1,1,completed,deepseek-flash,low,1032.5216918749502,52.08691691595595,0,0,5737607,60778,runs/deepseek-locked89-k2-v2/jobs/task-064-science/task_064__pEctfGr
065,Astronomy,baseline,2,deepseek-locked89-k2-v2,0,6,7,1,1,timeout,deepseek-flash,low,1799.0353927090764,0,0,0,6680043,50302,runs/deepseek-locked89-k2-v2/jobs/task-065-baseline/task_065__SA8XD2s
065,Astronomy,cbe,2,deepseek-locked89-k2-v2,0,6,7,1,1,infrastructure_failure,deepseek-flash,low,1797.5783618750283,288.99955920805223,0,0,7549817,44756,runs/deepseek-locked89-k2-v2/jobs/task-065-science/task_065__iZ6WYDS
066,Atmospheric Science,baseline,2,deepseek-locked89-k2-v2,0,5,6,1,1,completed,deepseek-flash,low,903.6446362499846,0,0,0,2722461,33181,runs/deepseek-locked89-k2-v2/jobs/task-066-baseline/task_066__WPjH73v
066,Atmospheric Science,cbe,2,deepseek-locked89-k2-v2,0,5,6,1,1,completed,deepseek-flash,low,1358.6341559169814,134.82038074999582,0,0,4113456,37407,runs/deepseek-locked89-k2-v2/jobs/task-066-science/task_066__bt2XJ5D
067,Atmospheric Science,baseline,2,deepseek-locked89-k2-v2,1,6,6,1,1,completed,deepseek-flash,low,603.6623097909614,0,0,0,1050668,33620,runs/deepseek-locked89-k2-v2/jobs/task-067-baseline/task_067__FJP7WK6
067,Atmospheric Science,cbe,2,deepseek-locked89-k2-v2,1,6,6,1,1,completed,deepseek-flash,low,909.3923813329311,73.10140687495004,0,0,1302618,34991,runs/deepseek-locked89-k2-v2/jobs/task-067-science/task_067__TkmsitR
068,Biology,baseline,2,deepseek-locked89-k2-v2,0,0,3,1,1,timeout,deepseek-flash,low,1799.0095024579205,0,0,0,2405818,45236,runs/deepseek-locked89-k2-v2/jobs/task-068-baseline/task_068__uAXYFNZ
068,Biology,cbe,2,deepseek-locked89-k2-v2,0,0,3,1,1,infrastructure_failure,deepseek-flash,low,1798.6790939589264,71.38355637493078,0,0,1631564,24035,runs/deepseek-locked89-k2-v2/jobs/task-068-science/task_068__nQ8sb54
069,Biology,baseline,2,deepseek-locked89-k2-v2,1,4,4,1,1,completed,deepseek-flash,low,762.7756207920611,0,0,0,1250083,16652,runs/deepseek-locked89-k2-v2/jobs/task-069-baseline/task_069__gCZtnKW
069,Biology,cbe,2,deepseek-locked89-k2-v2,1,4,4,1,1,completed,deepseek-flash,low,872.1549997488037,100.00804020790383,0,0,917248,11610,runs/deepseek-locked89-k2-v2/jobs/task-069-science/task_069__mD87rdC
071,Physics,baseline,2,deepseek-locked89-k2-v2,0,2,5,1,1,timeout,deepseek-flash,low,1800.0276934999274,0,1,0,0,0,runs/deepseek-locked89-k2-v2/jobs/task-071-baseline/task_071__cRC5AWu
071,Physics,cbe,2,deepseek-locked89-k2-v2,0,2,5,1,1,infrastructure_failure,deepseek-flash,low,1795.891061251983,171.796488958993,1,1,0,0,runs/deepseek-locked89-k2-v2/jobs/task-071-science/task_071__RbgXSfZ
072,Biomedical Engineering,baseline,2,deepseek-locked89-k2-v2,0,4,7,1,1,completed,deepseek-flash,low,758.6498984589707,0,0,0,3614287,49660,runs/deepseek-locked89-k2-v2/jobs/task-072-baseline/task_072__ZBUXEoB
072,Biomedical Engineering,cbe,2,deepseek-locked89-k2-v2,0,4,7,1,1,completed,deepseek-flash,low,992.2765232080128,53.940523291006684,0,0,5665112,59509,runs/deepseek-locked89-k2-v2/jobs/task-072-science/task_072__tNC6aEH
074,Materials Science and Engineering,baseline,2,deepseek-locked89-k2-v2,0,9,10,1,1,completed,deepseek-flash,low,755.9992964999983,0,0,0,1263690,34242,runs/deepseek-locked89-k2-v2/jobs/task-074-baseline/task_074__Tg4hg7V
074,Materials Science and Engineering,cbe,2,deepseek-locked89-k2-v2,1,10,10,1,1,completed,deepseek-flash,low,1360.5438845000463,99.87598908296786,0,0,5473488,65144,runs/deepseek-locked89-k2-v2/jobs/task-074-science/task_074__P8NRXPt
075,Materials Science and Engineering,baseline,2,deepseek-locked89-k2-v2,0,1,8,1,1,timeout,deepseek-flash,low,1800.0276168750133,0,1,0,0,0,runs/deepseek-locked89-k2-v2/jobs/task-075-baseline/task_075__CGDMiQP
075,Materials Science and Engineering,cbe,2,deepseek-locked89-k2-v2,0,1,8,1,1,completed,deepseek-flash,low,795.7227444590535,85.3760689169867,0,0,2390703,50497,runs/deepseek-locked89-k2-v2/jobs/task-075-science/task_075__h9uYoJW
079,Chemistry,baseline,2,deepseek-locked89-k2-v2,0,13,14,1,1,completed,deepseek-flash,low,804.995962957968,0,0,0,3431580,105837,runs/deepseek-locked89-k2-v2/jobs/task-079-baseline/task_079__q3dD3To
079,Chemistry,cbe,2,deepseek-locked89-k2-v2,0,13,14,1,1,completed,deepseek-flash,low,905.7565694999648,56.828613250050694,0,0,4172454,112512,runs/deepseek-locked89-k2-v2/jobs/task-079-science/task_079__fVT6MNv
081,Biology,baseline,2,deepseek-locked89-k2-v2,1,5,5,1,1,completed,deepseek-flash,low,1022.800920541049,0,0,0,3464410,56791,runs/deepseek-locked89-k2-v2/jobs/task-081-baseline/task_081__Rr6uQeK
081,Biology,cbe,2,deepseek-locked89-k2-v2,1,5,5,1,1,completed,deepseek-flash,low,795.0665924591012,67.7891384169925,0,0,3138546,36928,runs/deepseek-locked89-k2-v2/jobs/task-081-science/task_081__6S6zetv
082,Materials Science and Engineering,baseline,2,deepseek-locked89-k2-v2,0,1,7,1,1,completed,deepseek-flash,low,213.99492570897564,0,0,0,398646,19627,runs/deepseek-locked89-k2-v2/jobs/task-082-baseline/task_082__BqhRDuC
082,Materials Science and Engineering,cbe,2,deepseek-locked89-k2-v2,0,2,7,1,1,completed,deepseek-flash,low,403.6603804579936,30.811007000040263,0,0,1219984,28188,runs/deepseek-locked89-k2-v2/jobs/task-082-science/task_082__wb5pZXJ
083,Chemistry,baseline,2,deepseek-locked89-k2-v2,0,1,3,1,1,timeout,deepseek-flash,low,1799.0395340420073,0,0,0,7758662,128842,runs/deepseek-locked89-k2-v2/jobs/task-083-baseline/task_083__9WWkdCp
083,Chemistry,cbe,2,deepseek-locked89-k2-v2,0,1,3,1,1,completed,deepseek-flash,low,1257.4622117500985,57.79714812501334,0,0,5311947,64257,runs/deepseek-locked89-k2-v2/jobs/task-083-science/task_083__TQrvsRt
084,Materials Science and Engineering,baseline,2,deepseek-locked89-k2-v2,0,5,7,1,1,completed,deepseek-flash,low,769.0487930829404,0,0,0,3485369,65721,runs/deepseek-locked89-k2-v2/jobs/task-084-baseline/task_084__ckYuvFG
084,Materials Science and Engineering,cbe,2,deepseek-locked89-k2-v2,0,5,7,1,1,completed,deepseek-flash,low,654.351643375936,40.99425541702658,0,0,3746139,52993,runs/deepseek-locked89-k2-v2/jobs/task-084-science/task_084__h3gMDYQ
085,Chemistry,baseline,2,deepseek-locked89-k2-v2,0,3,10,1,1,timeout,deepseek-flash,low,1799.6110980419908,0,0,0,5885033,41073,runs/deepseek-locked89-k2-v2/jobs/task-085-baseline/task_085__MTKCSNe
085,Chemistry,cbe,2,deepseek-locked89-k2-v2,0,3,10,1,1,infrastructure_failure,deepseek-flash,low,1798.6170520839514,42.65814929199405,0,0,4507812,40540,runs/deepseek-locked89-k2-v2/jobs/task-085-science/task_085__CCK9sW7
086,Materials Science and Engineering,baseline,2,deepseek-locked89-k2-v2,0,3,4,1,1,completed,deepseek-flash,low,1121.2897614169633,0,0,0,2063435,21353,runs/deepseek-locked89-k2-v2/jobs/task-086-baseline/task_086__xRS6Hju
086,Materials Science and Engineering,cbe,2,deepseek-locked89-k2-v2,0,3,4,1,1,completed,deepseek-flash,low,655.9057382920291,131.4593282919377,0,0,1221202,15649,runs/deepseek-locked89-k2-v2/jobs/task-086-science/task_086__n3YVPtc
087,Biomedical Engineering,baseline,2,deepseek-locked89-k2-v2,0,0,5,1,1,timeout,deepseek-flash,low,1799.0117027499946,0,0,0,2091877,54619,runs/deepseek-locked89-k2-v2/jobs/task-087-baseline/task_087__RwiMXut
087,Biomedical Engineering,cbe,2,deepseek-locked89-k2-v2,0,2,5,1,1,completed,deepseek-flash,low,1118.053551124991,45.55109570897184,0,0,1538048,32425,runs/deepseek-locked89-k2-v2/jobs/task-087-science/task_087__qAF7ZE6
088,Atmospheric Science,baseline,2,deepseek-locked89-k2-v2,0,3,5,1,1,timeout,deepseek-flash,low,1799.8210453749634,0,0,0,1569149,23935,runs/deepseek-locked89-k2-v2/jobs/task-088-baseline/task_088__We39TE7
088,Atmospheric Science,cbe,2,deepseek-locked89-k2-v2,0,3,5,1,1,infrastructure_failure,deepseek-flash,low,1797.3830980409402,61.70637558295857,0,0,2672677,22814,runs/deepseek-locked89-k2-v2/jobs/task-088-science/task_088__n4mYTab
089,Chemistry,baseline,2,deepseek-locked89-k2-v2,0,3,4,1,1,completed,deepseek-flash,low,502.1299464170588,0,0,0,1221626,33309,runs/deepseek-locked89-k2-v2/jobs/task-089-baseline/task_089__bvT5Bhz
089,Chemistry,cbe,2,deepseek-locked89-k2-v2,0,3,4,1,1,completed,deepseek-flash,low,916.5245924590854,51.11479158408474,0,0,2162829,40317,runs/deepseek-locked89-k2-v2/jobs/task-089-science/task_089__tKRnVUa
090,Chemistry,baseline,2,deepseek-locked89-k2-v2,0,3,6,1,1,completed,deepseek-flash,low,387.62859895895235,0,0,0,814218,21209,runs/deepseek-locked89-k2-v2/jobs/task-090-baseline/task_090__fhPa4Pq
090,Chemistry,cbe,2,deepseek-locked89-k2-v2,0,3,6,1,1,completed,deepseek-flash,low,1331.5724139170488,73.34981016698293,0,0,10849447,57707,runs/deepseek-locked89-k2-v2/jobs/task-090-science/task_090__HbthG5J
092,Chemistry,baseline,2,deepseek-locked89-k2-v2,0,8,9,1,1,timeout,deepseek-flash,low,1799.1086372920545,0,0,0,6246630,69328,runs/deepseek-locked89-k2-v2/jobs/task-092-baseline/task_092__AoBTUbR
092,Chemistry,cbe,2,deepseek-locked89-k2-v2,0,7,9,1,1,completed,deepseek-flash,low,1069.9978801249526,40.85856295796111,0,0,2733856,38440,runs/deepseek-locked89-k2-v2/jobs/task-092-science/task_092__UABTxS4
093,Biomedical Engineering,baseline,2,deepseek-locked89-k2-v2,0,2,4,1,1,completed,deepseek-flash,low,364.88030195899773,0,0,0,417028,33600,runs/deepseek-locked89-k2-v2/jobs/task-093-baseline/task_093__UE8kGkA
093,Biomedical Engineering,cbe,2,deepseek-locked89-k2-v2,0,2,4,1,1,completed,deepseek-flash,low,809.9309783739736,38.86504508298822,0,0,1274958,49047,runs/deepseek-locked89-k2-v2/jobs/task-093-science/task_093__jwPZYVj
094,Physics,baseline,2,deepseek-locked89-k2-v2,0,0,5,1,1,completed,deepseek-flash,low,447.19762970891315,0,0,0,1069288,34821,runs/deepseek-locked89-k2-v2/jobs/task-094-baseline/task_094__wu7JhaC
094,Physics,cbe,2,deepseek-locked89-k2-v2,0,0,5,1,1,completed,deepseek-flash,low,288.4923731670715,34.91485112498049,0,0,563601,17031,runs/deepseek-locked89-k2-v2/jobs/task-094-science/task_094__5yBzYkM
095,Materials Science and Engineering,baseline,2,deepseek-locked89-k2-v2,0,2,8,1,1,completed,deepseek-flash,low,411.24031554197427,0,0,0,879323,40821,runs/deepseek-locked89-k2-v2/jobs/task-095-baseline/task_095__PxqZNhJ
095,Materials Science and Engineering,cbe,2,deepseek-locked89-k2-v2,0,4,8,1,1,completed,deepseek-flash,low,574.3879125419771,29.78021124994848,0,0,1651132,43959,runs/deepseek-locked89-k2-v2/jobs/task-095-science/task_095__LcRS4Qw
096,Atmospheric Science,baseline,2,deepseek-locked89-k2-v2,0,5,8,1,1,completed,deepseek-flash,low,990.1162371250102,0,0,0,1667384,45574,runs/deepseek-locked89-k2-v2/jobs/task-096-baseline/task_096__pzJo6Xv
096,Atmospheric Science,cbe,2,deepseek-locked89-k2-v2,0,5,8,1,1,completed,deepseek-flash,low,1343.9496825828683,50.41960629192181,0,0,3388466,52129,runs/deepseek-locked89-k2-v2/jobs/task-096-science/task_096__qRhzy3r
097,Physics,baseline,2,deepseek-locked89-k2-v2,0,0,7,1,1,completed,deepseek-flash,low,922.7614764160244,0,0,0,1216748,39306,runs/deepseek-locked89-k2-v2/jobs/task-097-baseline/task_097__47RH8Le
097,Physics,cbe,2,deepseek-locked89-k2-v2,0,0,7,1,1,completed,deepseek-flash,low,484.19633795914706,83.55498441704549,0,0,467190,14640,runs/deepseek-locked89-k2-v2/jobs/task-097-science/task_097__dPoVgZc
098,Surveying and Mapping Science and Technology,baseline,2,deepseek-locked89-k2-v2,0,8,11,1,1,completed,deepseek-flash,low,923.9063676670194,0,0,0,1686889,51573,runs/deepseek-locked89-k2-v2/jobs/task-098-baseline/task_098__HW7esZQ
098,Surveying and Mapping Science and Technology,cbe,2,deepseek-locked89-k2-v2,1,11,11,1,1,infrastructure_failure,deepseek-flash,low,1796.0204630419612,81.25782850000542,0,0,3675058,49061,runs/deepseek-locked89-k2-v2/jobs/task-098-science/task_098__dHfSX9J
100,Chemistry,baseline,2,deepseek-locked89-k2-v2,0,7,8,1,1,timeout,deepseek-flash,low,1799.9484859579243,0,0,0,5169987,93408,runs/deepseek-locked89-k2-v2/jobs/task-100-baseline/task_100__KCKHqCc
100,Chemistry,cbe,2,deepseek-locked89-k2-v2,0,6,8,1,1,infrastructure_failure,deepseek-flash,low,1798.3302056660177,106.41527462506201,1,0,0,0,runs/deepseek-locked89-k2-v2/jobs/task-100-science/task_100__m8GgioF
101,Chemistry,baseline,2,deepseek-locked89-k2-v2,0,3,10,1,1,timeout,deepseek-flash,low,1799.9889121670276,0,1,0,0,0,runs/deepseek-locked89-k2-v2/jobs/task-101-baseline/task_101__Sbat4Ug
101,Chemistry,cbe,2,rerun-missing-k3-v1,1,10,10,1,1,completed,deepseek-flash,low,1155.1717471660813,110.45582741603721,0,0,15707860,89688,runs/rerun-missing-k3-v1/jobs/task-101-science/task_101__b5rGk64
102,Materials Science and Engineering,baseline,2,deepseek-locked89-k2-v2,0,3,4,1,1,timeout,deepseek-flash,low,1799.0142671250505,0,0,0,3327898,27366,runs/deepseek-locked89-k2-v2/jobs/task-102-baseline/task_102__vcRKh4F
102,Materials Science and Engineering,cbe,2,deepseek-locked89-k2-v2,0,3,4,1,1,completed,deepseek-flash,low,1481.8268034990178,71.71907345799264,0,0,1847924,26217,runs/deepseek-locked89-k2-v2/jobs/task-102-science/task_102__v5R5Law
103,Mechanics,baseline,2,deepseek-locked89-k2-v2,0,2,4,1,1,completed,deepseek-flash,low,527.0230051260442,0,1,1,0,0,runs/deepseek-locked89-k2-v2/jobs/task-103-baseline/task_103__k6uighY
103,Mechanics,cbe,2,deepseek-locked89-k2-v2,1,4,4,1,1,completed,deepseek-flash,low,1107.9478820831282,153.1035782500403,0,0,2096708,43214,runs/deepseek-locked89-k2-v2/jobs/task-103-science/task_103__MA56BTX
105,Chemistry,baseline,2,deepseek-locked89-k2-v2,0,2,4,1,1,timeout,deepseek-flash,low,1800.0044982089894,0,1,0,0,0,runs/deepseek-locked89-k2-v2/jobs/task-105-baseline/task_105__ihCRmpb
105,Chemistry,cbe,2,deepseek-locked89-k2-v2,0,2,4,1,1,infrastructure_failure,deepseek-flash,low,1798.7574795000255,80.28593462496065,0,0,491319,8792,runs/deepseek-locked89-k2-v2/jobs/task-105-science/task_105__pt4wgDE
106,Chemistry,baseline,2,deepseek-locked89-k2-v2,1,37,37,1,1,timeout,deepseek-flash,low,1799.012959707994,0,0,0,4438667,67316,runs/deepseek-locked89-k2-v2/jobs/task-106-baseline/task_106__CEtU2kk
106,Chemistry,cbe,2,deepseek-locked89-k2-v2,1,37,37,1,1,completed,deepseek-flash,low,1622.3870109580457,90.52631450002082,0,0,3698967,41541,runs/deepseek-locked89-k2-v2/jobs/task-106-science/task_106__m2pZDYb
107,Mathematics,baseline,2,deepseek-locked89-k2-v2,0,2,3,1,1,timeout,deepseek-flash,low,1800.0068344160682,0,1,0,0,0,runs/deepseek-locked89-k2-v2/jobs/task-107-baseline/task_107__72Rruuw
107,Mathematics,cbe,2,deepseek-locked89-k2-v2,0,0,3,1,1,infrastructure_failure,deepseek-flash,low,1798.3070785830496,162.04528237495106,0,0,982124,31750,runs/deepseek-locked89-k2-v2/jobs/task-107-science/task_107__44cc9X8
108,Mathematics,baseline,2,deepseek-locked89-k2-v2,0,18,23,1,1,timeout,deepseek-flash,low,1798.9891572910128,0,0,0,1784489,53709,runs/deepseek-locked89-k2-v2/jobs/task-108-baseline/task_108__r3bjdMJ
108,Mathematics,cbe,2,deepseek-locked89-k2-v2,0,22,23,1,1,infrastructure_failure,deepseek-flash,low,1795.6988760000095,179.06338116701227,0,0,5894460,106596,runs/deepseek-locked89-k2-v2/jobs/task-108-science/task_108__jF2K2eK
109,Mechanics,baseline,2,deepseek-locked89-k2-v2,0,1,6,1,1,timeout,deepseek-flash,low,1799.0075319589814,0,0,0,1190043,15256,runs/deepseek-locked89-k2-v2/jobs/task-109-baseline/task_109__YNQtUwU
109,Mechanics,cbe,2,deepseek-locked89-k2-v2,0,0,6,1,1,infrastructure_failure,deepseek-flash,low,1787.9041500829626,313.88080804096535,0,0,1212550,15736,runs/deepseek-locked89-k2-v2/jobs/task-109-science/task_109__Dy54bP9
110,Civil Engineering,baseline,2,deepseek-locked89-k2-v2,0,4,10,1,1,completed,deepseek-flash,low,1262.393033334054,0,0,0,3355056,43952,runs/deepseek-locked89-k2-v2/jobs/task-110-baseline/task_110__5E56CMq
110,Civil Engineering,cbe,2,deepseek-locked89-k2-v2,0,4,10,1,1,completed,deepseek-flash,low,1661.3273708750494,323.49243062501773,0,0,2666072,28200,runs/deepseek-locked89-k2-v2/jobs/task-110-science/task_110__JKcJBDD
111,Mechanics,baseline,2,deepseek-locked89-k2-v2,0,6,10,1,1,completed,deepseek-flash,low,841.027734000003,0,0,0,1707441,30819,runs/deepseek-locked89-k2-v2/jobs/task-111-baseline/task_111__eiTdHMv
111,Mechanics,cbe,2,deepseek-locked89-k2-v2,0,6,10,1,1,completed,deepseek-flash,low,1598.4988186659757,251.07954045792576,0,0,5780863,39222,runs/deepseek-locked89-k2-v2/jobs/task-111-science/task_111__wqf8mZi
112,Civil Engineering,baseline,2,deepseek-locked89-k2-v2,1,5,5,1,1,completed,deepseek-flash,low,1086.9551128749736,0,0,0,1607642,33711,runs/deepseek-locked89-k2-v2/jobs/task-112-baseline/task_112__5BZDRuy
112,Civil Engineering,cbe,2,deepseek-locked89-k2-v2,1,5,5,1,1,completed,deepseek-flash,low,1088.4007895420073,100.45900150004309,0,0,3059068,24613,runs/deepseek-locked89-k2-v2/jobs/task-112-science/task_112__woKS7RU
